ID,Author,Channel,Content Length,Content
558432754795020300,>~{ᏩᎡᎪNᎠ}~<,general,4,Lmao
558432802652291074,ImmortalLucario,general,24,WHY DO YOU HAVE IT SAVED
558432807991509014,>~{ᏩᎡᎪNᎠ}~<,colonization,31,<@!183377229097598977> guns now
558432808268464154,Desann,general,48,raki is a incel he has susies profile pics saved
558432809455452170,Pokécord,pokecord,0,
558432834486927370,Desann,pokecord,15,p!catch kecleon
558432834964946967,Pokécord,pokecord,69,Congratulations <@489858517306703892>! You caught a level 35 Kecleon!
558432836185620511,Glitzerate,general,33,<@117361819022131206> Yes they do
558432855290806302,raki,general,12,no they dont
558432856129667072,Glitzerate,general,3,smh
558432866707439628,ImmortalLucario,general,40,WHY ARE YOU JACKING OFF TO FALLEN CELICA
558432886542565382,raki,general,42,back in middle school i swore all the time
558432890526892042,Desann,general,1,^
558432906561978378,ImmortalLucario,general,29,SHE JUST WANTS TO KILL PEOPLE
558432928762167296,docwombat,general,73,raki really out here like: hmmm today i will wack it to a profile picture
558432934588055552,raki,general,26,she could kill me everyday
558432987096809472,ImmortalLucario,general,35,<:nutbusterberg:557012253149364234>
558433020458303503,Desann,general,36,rakis  a bigger incel then normal rn
558433127228243980,w334,general,26,Also middle schoolers vape
558433159767916555,>~{ᏩᎡᎪNᎠ}~<,general,20,Susie must be so hot
558433167925575690,raki,spam,30,.avatar <@!327879674552254464>
558433169452302336,NotSoBot,spam,130,`docwombat#6969`'s avatar is: https://cdn.discordapp.com/avatars/327879674552254464/1e3f3d8c89c9687e4a21ca1f513be321.png?size=1024
558433182563696647,ImmortalLucario,general,7,I’m not
558433191484981258,w334,general,8,bruh wot
558433192387018762,>~{ᏩᎡᎪNᎠ}~<,general,2,Ok
558433198758035468,ImmortalLucario,general,10,Ask anyone
558433214511841290,ImmortalLucario,general,14,Except Rebecca
558433216168722444,>~{ᏩᎡᎪNᎠ}~<,general,2,ok
558433219863642132,MEE6,r-lodeddiper,0,
558433234950684688,>~{ᏩᎡᎪNᎠ}~<,general,11,face reveal
558433247554568193,docwombat,spam,26,.wc <@!327879674552254464>
558433247974129667,ImmortalLucario,general,2,No
558433249228226575,NotSoBot,spam,14,ok_ processing
558433257058861066,NotSoBot,spam,0,
558433269402697748,w334,general,17,Susie ugly hah😂😂😂
558433276185018398,docwombat,spam,4,wtf?
558433307218411540,ImmortalLucario,general,28,I’ll be a cute girl some day
558433309416357902,>~{ᏩᎡᎪNᎠ}~<,spam,48,.wc <@!327879674552254464> <#477823719868203038>
558433310435442709,NotSoBot,spam,14,ok_ processing
558433315670065155,NotSoBot,spam,0,
558433332191559681,docwombat,general,26,.wc <@!327879674552254464>
558433333982265364,Pokécord,pokecord,0,
558433355637719051,docwombat,general,4,fuck
558433355289460740,Desann,pokecord,12,p!catch natu
558433356057018379,raki,general,14,this aint spam
558433356417597440,Pokécord,pokecord,66,Congratulations <@489858517306703892>! You caught a level 40 Natu!
558433359370649620,WalterClements3232,general,4,brug
558433367788617732,WalterClements3232,general,0,
558433379432005635,>~{ᏩᎡᎪNᎠ}~<,spam,25,.wc <@159985870458322944>
558433381650661388,NotSoBot,spam,14,ok_ processing
558433388566937603,NotSoBot,spam,0,
558433419210522666,Glitzerate,general,4,WHAT
558433444502437889,Desann,general,1,o
558433449619357698,raki,general,4,FUCK
558433458494504980,>~{ᏩᎡᎪNᎠ}~<,general,6,oh god
558433461451489282,raki,general,13,WHAT THE FUCK
558433462063857685,docwombat,general,4,HAHA
558433481634480138,>~{ᏩᎡᎪNᎠ}~<,general,4,LMAO
558433497060999190,>~{ᏩᎡᎪNᎠ}~<,general,4,LMAO
558433498277478459,Desann,general,34,rAKi wants the middle school girls
558433505999061011,>~{ᏩᎡᎪNᎠ}~<,general,4,LMAO
558433506934652971,raki,general,17,IS THAT SCRENGRAB
558433507668656128,raki,general,14,I NEED CONTEXT
558433523938099235,docwombat,general,47,DOESNT SEEM SO FUNNY WHEN IT HAPPENS TO YOU NOW
558433534537236481,>~{ᏩᎡᎪNᎠ}~<,general,14,RAKI IS A PEDO
558433551272378391,ImmortalLucario,general,20,*chuckles nervously*
558433581706379265,>~{ᏩᎡᎪNᎠ}~<,general,23,RAKI LIKES LITTLE GIRLS
558433600370900992,>~{ᏩᎡᎪNᎠ}~<,general,4,PEDO
558433629450010646,Desann,general,2,ye
558433653584297994,Desann,general,9,pedo raki
558433675692474381,Desann,general,13,pedo rakincel
558433681593860106,ImmortalLucario,general,3,...
558433694881415175,>~{ᏩᎡᎪNᎠ}~<,general,4,LMAO
558433717958344724,raki,general,12,oh shit lmao
558433735092207637,ImmortalLucario,general,0,
558433783674830972,docwombat,general,46,https://tenor.com/view/daniel-damn-gif-5105406
558433823981961227,raki,general,41,probably one of my best nocontext moments
558433854466031627,ImmortalLucario,general,4,Nice
558433857645576203,docwombat,general,16,find the llb one
558433864729493516,docwombat,general,7,with me
558433944790630411,WalterClements3232,general,0,
558433983461982212,Desann,general,2,hm
558434003619676192,FormulatedMathematic,colonization,181,<@117361819022131206> <@!231706807284793344> <@!523683195061796875> <@!322473743328739330> <@!320039437801226260> <@!306456142022967307> <@327608625944199168> yall have points still
558434006790570000,raki,general,0,
558434044698820611,raki,colonization,28,i told you how to spend mine
558434045873356820,Desann,general,2,oh
558434080455131146,FormulatedMathematic,colonization,20,no you didnt liberal
558434100684390451,Desann,general,40,raki likes when greg jerks off to hentai
558434116832329749,WalterClements3232,general,12,drop is here
558434122088054797,FormulatedMathematic,colonization,7,bite me
558434129872683008,Desann,general,1,o
558434142002610189,ImmortalLucario,general,13,Post toe pics
558434155977900052,WalterClements3232,general,39,can we drag him in to this conversation
558434170456768512,Desann,general,3,yes
558434172620767242,ImmortalLucario,general,2,No
558434191147008023,WalterClements3232,general,7,ok guys
558434205999169576,WalterClements3232,general,12,toe pic time
558434207760908290,ImmortalLucario,general,23,Don’t ping the poor man
558434225674780702,raki,colonization,63,"<@&555223014292324352> Put 3 in Trade and 3 in Rubber Farming"
558434226656116756,Desann,general,33,if you ping him you might die tho
558434228807925772,WalterClements3232,general,22,everyone post toe pics
558434230292709399,raki,colonization,3,see
558434249024471050,docwombat,general,3,lol
558434268791963660,WalterClements3232,general,23,bonus points for fungus
558434281186131970,FormulatedMathematic,colonization,30,that was earlier today libtard
558434282612457484,Pokécord,pokecord,0,
558434304452067329,FormulatedMathematic,colonization,23,we got new points today
558434380968624128,JarJar Stane,general,45,this is still the r/fuckmanny discord_ right?
558434385074978826,Desann,general,8,hes gone
558434386081611777,FormulatedMathematic,colonization,3,dab
558434389567209472,FormulatedMathematic,colonization,3,dab
558434396340748288,raki,general,3,yes
558434400606355457,JarJar Stane,general,10,fuck manny
558434479665053726,raki,general,67,we recommend taking your manny hatred out in  <#555469911443636225>
558434494412095508,Desann,general,1,^
558434499784867898,>~{ᏩᎡᎪNᎠ}~<,general,62,<@!220157259781636097> join the convo these people want you to
558434508207161374,JarJar Stane,general,9,thank you
558434525802266634,Desann,general,5,oh no
558434527891030024,Pokécord,pokecord,0,
558434533175984129,MrDilkington,general,62,Um exsqueese me sweaty_ but this here is a "praise Manny" Zone
558434541937885205,raki,general,36,<@!262781088500285440> remember this
558434551043719183,JarJar Stane,general,45,I have a lot of hate to get out on that bitch
558434563693608990,WalterClements3232,general,13,POST TOE PICS
558434572459835412,WalterClements3232,general,9,POST THEM
558434576645488640,WalterClements3232,general,3,NOW
558434588842524704,Desann,general,40,someone pinged drop hes going to die now
558434607696052229,>~{ᏩᎡᎪNᎠ}~<,general,1,F
558434617343082496,JarJar Stane,mannyhate,19,manny fucking sucks
558434618206846995,Desann,pokecord,17,p!catch spiritomb
558434618815283203,Pokécord,pokecord,71,Congratulations <@489858517306703892>! You caught a level 15 Spiritomb!
558434645327216660,JarJar Stane,mannyhate,22,he is fucking terrible
558434646199631882,Desann,general,10,F for leon
558434656442253352,raki,general,1,F
558434668744015884,WalterClements3232,general,6,i mean
558434682052673546,>~{ᏩᎡᎪNᎠ}~<,general,1,F
558434687756926986,>~{ᏩᎡᎪNᎠ}~<,general,1,F
558434690714042369,>~{ᏩᎡᎪNᎠ}~<,general,1,F
558434699870076932,WalterClements3232,general,32,we didnt get in trouble last ime
558434711442292740,JarJar Stane,mannyhate,42,I wish he would just spontaneously combust
558434717112991765,Desann,general,1,o
558434726315163796,>~{ᏩᎡᎪNᎠ}~<,mannyhate,7,Shut up
558434738889687040,FormulatedMathematic,general,23,kinda fuckin cringe ngl
558434742761029642,WalterClements3232,general,19,so lets do it again
558434761346121728,JarJar Stane,mannyhate,4,no u
558434762868654130,Pokécord,pokecord,0,
558434783185600536,WalterClements3232,general,11,please guys
558434820410048513,Desann,general,9,you do it
558434867709214730,FormulatedMathematic,general,5,do it
558434869307244544,Pokécord,pokecord,0,
558434874588135437,FormulatedMathematic,general,5,do it
558434884222320660,FormulatedMathematic,general,5,do it
558434886533382145,ImmortalLucario,general,22,I have long girly toes
558434894372667412,ImmortalLucario,general,5,So no
558434894238187531,Desann,general,5,do it
558434896050126852,Glitzerate,colonization,35,is that group everybody in the cgaf
558434896918609942,WalterClements3232,general,32,tf you say to me you little shit
558434924831571968,Desann,pokecord,15,p!catch floette
558434926513618945,Pokécord,pokecord,69,Congratulations <@489858517306703892>! You caught a level 29 Floette!
558434944725286922,FormulatedMathematic,general,66,aaaaaAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
558434991030272010,FormulatedMathematic,colonization,3,idk
558435008893943811,MrDilkington,general,64,<@!220157259781636097> Send us pics of your delicious toes_ dude
558435010063892495,WalterClements3232,general,1,a
558435046382632970,WalterClements3232,general,6,tasty!
558435083938168832,ImmortalLucario,general,18,I tried to stop it
558435085259505687,Pokécord,pokecord,0,
558435086551351321,w334,general,0,
558435088128278551,Desann,general,36,drops been pinged twice tome to RUN!
558435113101164564,Glitzerate,colonization,3,nvm
558435145514876930,Desann,pokecord,13,p!catch ekans
558435146584293416,Pokécord,pokecord,67,Congratulations <@489858517306703892>! You caught a level 41 Ekans!
558435158391390223,Glitzerate,colonization,27,Just people who have points
558435177601171459,WalterClements3232,general,26,[drop is eating oatmeal rn
558435194223329283,MrDilkington,general,5,Torso
558435261776920577,FormulatedMathematic,general,5,babey
558435272535048193,WalterClements3232,general,3,btw
558435306148200469,WalterClements3232,general,36,can we just talk about drops bitmoji
558435350687776768,ImmortalLucario,general,4,Lmao
558435362838675462,FormulatedMathematic,general,0,
558435364201693229,Pokécord,pokecord,0,
558435366022021120,FormulatedMathematic,general,4,lmao
558435371726143500,ImmortalLucario,general,13,Drop is white
558435381238824991,ImmortalLucario,general,4,Lmao
558435394555740171,FormulatedMathematic,general,4,lmao
558435407289778209,WalterClements3232,general,0,
558435441217634315,ImmortalLucario,general,12,White person
558435457504116768,raki,general,14,I hate bitmoji
558435458166816778,WalterClements3232,general,35,doesnt that look like a pedo to you
558435474746638343,raki,general,13,they are ugly
558435483911454750,WalterClements3232,general,9,stfu raki
558435535325233203,WalterClements3232,general,19,im not defending it
558435546884472857,raki,general,42,3 things i hateNL1. dogsNL2. catsNL3. bitmoji
558435557001396234,>~{ᏩᎡᎪNᎠ}~<,general,21,Raki is so mean to me
558435567357132830,TIMMY FAILURE,general,23,Hey guys I got bad news
558435582662148096,>~{ᏩᎡᎪNᎠ}~<,general,25,He boxed me on his server
558435602912247828,raki,general,10,no i didnt
558435603973275659,Pokécord,pokecord,0,
558435624244477982,raki,general,11,i never did
558435626840621056,>~{ᏩᎡᎪNᎠ}~<,general,12,Everytwo did
558435627817893909,Desann,pokecord,14,p!catch starly
558435628761743390,Pokécord,pokecord,68,Congratulations <@489858517306703892>! You caught a level 41 Starly!
558435648437092352,>~{ᏩᎡᎪNᎠ}~<,general,7,I guess
558435665709105163,>~{ᏩᎡᎪNᎠ}~<,general,19,Everytwo is a bitch
558435692078825472,Desann,general,1,f
558435696621387787,Glitzerate,general,3,Bro
558435715596288000,Glitzerate,general,29,You fucking pinged me 7 times
558435724907511819,Glitzerate,general,11,For nothing
558435752355168288,Glitzerate,general,13,not 7_ like 6
558435756238962709,w334,general,21,<@117361819022131206>
558435766250897438,MEE6,r-lodeddiper,0,
558435773263904768,raki,general,3,bad
558435780792549427,>~{ᏩᎡᎪNᎠ}~<,general,47,I was pinging you because you were being a dick
558435816569962511,TIMMY FAILURE,general,23,Hey guys I got bad news
558435857174888458,>~{ᏩᎡᎪNᎠ}~<,general,21,No one cares honestly
558435857749770271,Glitzerate,general,2,no
558435860715012118,Desann,general,32,second time you said that but ok
558435893405548554,TIMMY FAILURE,general,8,I’m dead
558435903702564866,FormulatedMathematic,general,2,oh
558435907301277696,FormulatedMathematic,general,2,ok
558435920442032138,>~{ᏩᎡᎪNᎠ}~<,spam,22,<@!349980985070321664>
558435921658380308,MrDilkington,general,1,F
558435926456533023,>~{ᏩᎡᎪNᎠ}~<,spam,22,<@!349980985070321664>
558435926934814722,Glitzerate,general,78,bro why you saying what happened in that server in here <@!523930253769572373>
558435933817667644,Desann,general,10,idc but ok
558435935122096128,>~{ᏩᎡᎪNᎠ}~<,spam,22,<@!349980985070321664>
558435949617348617,TIMMY FAILURE,general,40,Also My dad told me his cancer came back
558435971838771200,Glitzerate,spam,11,Quit it out
558435972375773186,>~{ᏩᎡᎪNᎠ}~<,general,35,<@!349980985070321664> I wanna vent
558435978046341130,TIMMY FAILURE,general,12,But whatever
558435989413036062,JarJar Stane,mannyhate,31,I think Leon is secretely manny
558436000154517504,Glitzerate,general,2,NO
558436001299562517,Pokécord,pokecord,0,
558436001907998731,>~{ᏩᎡᎪNᎠ}~<,general,45,<@!349980985070321664> because you’re a bitch
558436006974586921,TIMMY FAILURE,general,8,I’m dead
558436019817545731,JarJar Stane,mannyhate,39,who else would be silencing manny hate?
558436034627764226,>~{ᏩᎡᎪNᎠ}~<,general,33,<@!349980985070321664> lmao bitch
558436054277816352,>~{ᏩᎡᎪNᎠ}~<,spam,22,<@!349980985070321664>
558436060711878708,>~{ᏩᎡᎪNᎠ}~<,spam,22,<@!349980985070321664>
558436063702417411,Glitzerate,general,54,I'll extend it to 9:00 if you keep pinging me_ try me.
558436067481616427,>~{ᏩᎡᎪNᎠ}~<,spam,22,<@!349980985070321664>
558436078747648040,Desann,pokecord,14,p!catch grimer
558436079452291084,Pokécord,pokecord,68,Congratulations <@489858517306703892>! You caught a level 36 Grimer!
558436086934929408,Glitzerate,general,10,That's it/
558436121718292481,TIMMY FAILURE,general,72,<@!523930253769572373> hey hey Leon hey hey hey Leon hey hey hey hey hey
558436123500871681,>~{ᏩᎡᎪNᎠ}~<,general,2,Ok
558436131964977162,Desann,general,9,extend it
558436139917115413,>~{ᏩᎡᎪNᎠ}~<,general,15,Do it fuck head
558436161744273429,MEE6,r-okbubbyretard,0,
558436186021036032,>~{ᏩᎡᎪNᎠ}~<,spam,22,<@!349980985070321664>
558436193331838986,>~{ᏩᎡᎪNᎠ}~<,spam,22,<@!349980985070321664>
558436201049227265,>~{ᏩᎡᎪNᎠ}~<,spam,22,<@!349980985070321664>
558436216551243786,>~{ᏩᎡᎪNᎠ}~<,spam,22,<@!349980985070321664>
558436223740280847,>~{ᏩᎡᎪNᎠ}~<,spam,22,<@!349980985070321664>
558436231336165406,>~{ᏩᎡᎪNᎠ}~<,spam,22,<@!349980985070321664>
558436239838150656,>~{ᏩᎡᎪNᎠ}~<,spam,22,<@!349980985070321664>
558436248092409919,>~{ᏩᎡᎪNᎠ}~<,spam,22,<@!349980985070321664>
558436257475199017,>~{ᏩᎡᎪNᎠ}~<,spam,22,<@!349980985070321664>
558436283782004766,FormulatedMathematic,general,11,extend what
558436303251963904,FormulatedMathematic,general,22,am i missing something
558436318456315906,>~{ᏩᎡᎪNᎠ}~<,general,44,Look at everytwo he just crying for his mama
558436325737496586,TIMMY FAILURE,general,56,<@!489858517306703892> how come I barley see you in chat
558436357459017728,FormulatedMathematic,general,11,he has dead
558436359287865366,Glitzerate,spam,68,<@!523930253769572373> your mute's been extended to 4:00PM 3/22 EST.
558436367269625867,Desann,general,34,cuz you dont look in pokecord lmao
558436390963249163,>~{ᏩᎡᎪNᎠ}~<,spam,2,Ok
558436393647341588,Glitzerate,spam,16,Quit pinging me.
558436398751940638,>~{ᏩᎡᎪNᎠ}~<,spam,22,<@!349980985070321664>
558436409065603083,>~{ᏩᎡᎪNᎠ}~<,spam,22,<@!349980985070321664>
558436410269368331,Desann,general,17,pokecords my home
558436410961559552,TIMMY FAILURE,general,5,Oh ok
558436416267354153,>~{ᏩᎡᎪNᎠ}~<,spam,22,<@!349980985070321664>
558436423334625337,>~{ᏩᎡᎪNᎠ}~<,spam,22,<@!349980985070321664>
558436428670042133,WalterClements3232,general,40,nibba got to yearbook club from pokecord
558436433182982144,>~{ᏩᎡᎪNᎠ}~<,spam,22,<@!349980985070321664>
558436445648584714,Desann,general,4,sush
558436463646212096,FormulatedMathematic,pokecord,28,p!catch fuck shit aaaaaaaaaa
558436466636881930,>~{ᏩᎡᎪNᎠ}~<,spam,30,Its funny how you think I care
558436473838239754,WalterClements3232,general,32,i got it from talking in general
558436475499446272,>~{ᏩᎡᎪNᎠ}~<,spam,22,<@!349980985070321664>
558436483128885294,>~{ᏩᎡᎪNᎠ}~<,spam,22,<@!349980985070321664>
558436485133762580,Glitzerate,general,39,<@!523930253769572373> going for a ban?
558436493144883220,>~{ᏩᎡᎪNᎠ}~<,spam,22,<@!349980985070321664>
558436513084473344,>~{ᏩᎡᎪNᎠ}~<,general,3,Yup
558436527093317637,FormulatedMathematic,general,4,What
558436528909582346,Pokécord,pokecord,0,
558436534060056617,Desann,general,62,that was a good way to get before xp was removed from pokecord
558436557816725505,FormulatedMathematic,general,30,are you talking about libtards
558436635709145088,>~{ᏩᎡᎪNᎠ}~<,general,74,Everytwo is a bitch who boxed me for pinging him in raki’s doofania server
558436649990619136,TIMMY FAILURE,pokecord,28,p!catch fuck shit aaaaaaaaaa
558436650124967937,Pokécord,pokecord,26,This is the wrong pokémon!
558436661688533012,Glitzerate,general,28,You literally mass pinged me
558436672052920342,Glitzerate,general,8,In there
558436678977585184,TIMMY FAILURE,pokecord,8,Fuck you
